translationKey,sourceValue,overrideValue
column.Service_Point,Service Point,Service Point
view_heading.inject_message,Inject message,Inject message
view_heading.Default_Data_Population,Default Data Population,Default Data Population
table_column_heading.location_level_one,location_level_one,location_level_one
custom_header.crop73,{DashboardUtil:uCrop73},{DashboardUtil:uCrop73}
info.Total_Amount,Total Amount,Total Amount
view_heading.bank_deposits,Bank Deposits,Bank Deposits
table_heading.Farmer_Crop_Vouchers_Report_Detail,Farmer Enterprise Vouchers Report Detail,Farmer Enterprise Vouchers Report Detail
reportsviewheading.Fertilizer_Distribution_Status,Fertilizer Distribution Status,Fertilizer Distribution Status
view_heading.view_service_point_type,Stock Locations,Stock Locations
table_title.tasks,Tasks,Tasks
button.Re-activate,Re-activate,Re-activate
button_heading.Confirm_Deposit,Confirm Deposit,Confirm Deposit
label.postal_address,Postal address,Postal address
alert.farmer.not_found,Farmer not found,Farmer not found
info.File_Name,File Name,File Name
button.Actions,Actions,Actions
view_heading.Voucher_Log,Voucher Log,Voucher Log
custom_header.crop23,{DashboardUtil:uCrop23},{DashboardUtil:uCrop23}
alert.error.farmer_age_not_eligible,Farmer needs to be at least {minimumAge} to be eligible for the programme.,Farmer needs to be at least {minimumAge} to be eligible for the programme.
custom_header.Ward_Header,{Reportviewer:uWardHeader},{Reportviewer:uWardHeader}
view_heading.Select_Location,Select Location,Select Location
table_heading.Roles_with_Profiles,Roles with Profiles,Roles with Profiles
column_heading.Bank_Deposit_Date,Bank Deposit Date,Bank Deposit Date
sms.farmer.voucher_payment,"Dear {fFarmerName}, please pay {fCurrency}{fAmount} to redeem the {fCategoryName} voucher. Thank You - {fProviderName}.","Dear {fFarmerName}, please pay {fCurrency}{fAmount} to redeem the {fCategoryName} voucher. Thank You - {fProviderName}."
view_heading.view_farmer_crop,View farmer enterprise,View farmer enterprise
column.Amount_Earned,Amount Earned,Amount Earned
button.confirm,Confirm,Confirm
column_heading.bags_res,# res,# res
custom_header.reportsgenerictemplate_column_int1,{ReportsGenericViewerLabels:column_int1},{ReportsGenericViewerLabels:column_int1}
custom_header.crop46,{DashboardUtil:uCrop46},{DashboardUtil:uCrop46}
alert.date_status.error,End Date Can Not Be Less Than Start Date,End Date Can Not Be Less Than Start Date
column_heading.user_role,User role,User role
row_action._Toggle_Status,Toggle Status,Toggle Status
table_heading.farmer_recruitment,Farmer recruitment,Farmer recruitment
column_heading.county,County,County
enum.ORDER_STATUS.BankDeposit,Bank Deposit,Bank Deposit
info.Number_of_recipients,Number of recipients,Number of recipients
label.payment_Code,Payment Code,Payment Code
label.id_number_*,Id number *,Id number *
custom_header.stock_name,name,name
label.paymentPreference,PaymentPreference,PaymentPreference
alert.Configurable_Drop_Down_Still_Active,Configurable Drop Down still active,Configurable Drop Down still active
label.reserved_total,Reserved total,Reserved total
reports_fertilizertype.Fertilizer_type,Product type,Product type
reportsviewheading.Permissions,Permissions,Permissions
label.Include_Parent,Include Parent,Include Parent
button.cancel,Cancel,Cancel
column.transaction,Transaction,Transaction
view_heading.view_role_group_profile,View role group profile,View role group profile
view_heading.view_Agro_Dealer_Payments,View Agro Dealer Payments,View Agro Dealer Payments
validation.required,This is a required field.,This is a required field.
sms.voucher_redemption.voucher_batch_exhausted,There is currently no budget available for VoucherBatch {fRequestCode}.,There is currently no budget available for VoucherBatch {fRequestCode}.
column.EnrollmentBarcode,EnrollmentBarcode,EnrollmentBarcode
table_heading.Location_Hierarchy,Location Hierarchy,Location Hierarchy
view_heading.view_fertilizer_template,View fertilizer template,View fertilizer template
label.Bags_available,Bags available,Bags available
alert_error.invalid_croptype,Invalid enterprise type specified.,Invalid enterprise type specified.
menu_item.Registration_Forms,Registration Forms,Registration Forms
reportsviewheading.Enterprises_Supported_Status,Enterprises Supported Status,Enterprises Supported Status
column_heading._Unit,Unit,Unit
reportsviewheading.Farmer_Registration_Status,Farmer Registration Status,Farmer Registration Status
input.select_reporting_object,Select reporting object,Select reporting object
alert.farmer.request.voucher_exists_redeemed,Voucher already issued.,Voucher already issued.
view_heading.bulk_communication,Bulk communication,Bulk communication
reports_fertilizertype.Fertilizer_Type,Product Type,Product Type
input.Unit_Test_Value,Unit Test Value,Unit Test Value
input.stock_item_csv,Stock item csv,Stock item csv
column.businessPermitNumber,BusinessPermitNumber,BusinessPermitNumber
table_heading.Available_Object_Types,Available Object Types,Available Object Types
label.Enterprise_Category_*,Enterprise Category *,Enterprise Category *
button.hierarchy,Hierarchy,Hierarchy
column_heading.Processed_Time,Processed Time,Processed Time
table_heading.institute_config,Institute config,Institute config
label.Farmers_Uploaded,Farmers Uploaded,Farmers Uploaded
reports_crops.Crops,Crops,Crops
model.system.config,Configs,Configs
string_label.Device_Model,Device Model,Device Model
label.physical_address,Physical address,Physical address
custom_header.reportsgenerictemplate_column_string2,{ReportsGenericViewerLabels:column_string2},{ReportsGenericViewerLabels:column_string2}
view_heading.manage_crop,Manage crop,Manage crop
button.Load,Load,Load
alert.object.voucher_template_no_days,Please enter a valid number for Active voucher days.,Please enter a valid number for Active voucher days.
view_heading.audit_scheduled_function_log,Audit scheduled function log,Audit scheduled function log
sms.farmer.voucher_payment,"Dear {fFarmerName}, please pay {fCurrency}{fAmount} to redeem the {fCategoryName} voucher. Thank You - {fProviderName}.","Dear {fFarmerName}, please pay {fCurrency}{fAmount} to redeem the {fCategoryName} voucher. Thank You - {fProviderName}."
column.governmentPersonneleNumber,GovernmentPersonneleNumber,GovernmentPersonneleNumber
column.stock_name,Stock name,Stock name
info.locations_to_upload,Locations to upload,Locations to upload
label.businessRegType,BusinessRegType,BusinessRegType
view_heading.config_menu,Config menu,Config menu
custom_header.reportsgenerictemplate_column_decimal1,{ReportsGenericViewerLabels:column_decimal1},{ReportsGenericViewerLabels:column_decimal1}
custom_header.crop95,{DashboardUtil:uCrop95},{DashboardUtil:uCrop95}
column_heading.quantity,Quantity,Quantity
reportstableheading.Farmer_Registration_Report_By_County,Farmer Registration Report By County,Farmer Registration Report By County
column_heading.qualifiedName,QualifiedName,QualifiedName
info.Notes,Notes,Notes
table_heading.mobile_user,Mobile user,Mobile user
label.units,Units,Units
view_heading.Select_groups_to_message,Select groups to message,Select groups to message
label.Crops_Uploaded,Enterprises Uploaded,Enterprises Uploaded
label.Name,Name,Name
view_heading.edit_Location,Edit Location,Edit Location
column_heading.Number_of_recipients,Number of recipients,Number of recipients
table_heading.farmer_sms_logs,Farmer sms logs,Farmer sms logs
alert.stock.invalid_amount,Please enter a valid positive transfer amount,Please enter a valid positive transfer amount
menu_item.menu,Menu,Menu
label.Farmers_Uploaded,Farmers Uploaded,Farmers Uploaded
info.csv_headers,Csv headers,Csv headers
column.governmentPersonneleNumber,GovernmentPersonneleNumber,GovernmentPersonneleNumber
button.Schedule,Schedule,Schedule
label.Failed_Farmers,Failed Farmers,Failed Farmers
column_heading.farmer.cropsize,cropsize,cropsize
label.nok_first_name,Nok first name,Nok first name
button.cancel,Cancel,Cancel
label.Failed_Crops,Failed Crops,Failed Crops
alert_error.max_uploads,Maximum number of successful uploads reached.,Maximum number of successful uploads reached.
alert.voucher.redeemed,Voucher {fCode} has already been redeemed.,Voucher {fCode} has already been redeemed.
button.Clear,Clear,Clear
reportstableheading.Voucher_Codes_Sent_Report,Voucher Codes Sent Report,Voucher Codes Sent Report
view_heading.View_Agro_Dealer_Transaction_Fee_History,View Agro Dealer Transaction Fee History,View Agro Dealer Transaction Fee History
table_heading.Translation_Key_Logs,Translation Key Logs,Translation Key Logs
view_heading.capture_stock_transaction,Capture stock transaction,Capture stock transaction
alert.message.error,Please complete the comment field,Please complete the comment field
view_heading.Product_Aggregation_List,Product Aggregation List,Product Aggregation List
label.RoleGroup,RoleGroup,RoleGroup
validation.validation_successful,Successful,Successful
enum.ORDER_STATUS.Partial_Delivery,Partial Delivery,Partial Delivery
label.verified_farm_size,Verified farm size,Verified farm size
column.Account_Name,Account Name,Account Name
alert.error.voucher_batch.select_institute,Please select an Institute.,Please select an Institute.
column_heading.datetimestampStarted,DatetimestampStarted,DatetimestampStarted
reportsviewheading.Filtered_Voucher_Redemption_Report,Filtered Voucher Redemption Report,Filtered Voucher Redemption Report
alert.object.voucher_template_name_required,Voucher Template name required.,Voucher Template name required.
reports_acreage.Acreage,Acreage,Acreage
table_heading.location_level,Location level,Location level
label.Role_Location,Role Location,Role Location
view_heading._Manage_Scheduled_Functions,Manage Scheduled Functions,Manage Scheduled Functions
string_label._Unit_name,Unit name,Unit name
column.agro_dealer,Agro dealer,Agro dealer
column.date_synced,Date synced,Date synced
column_heading.farmer.preferredlanguage,Preferredlanguage,Preferredlanguage
label.paymentCode,PaymentCode,PaymentCode
custom_header.location_level_one,Location level one,Location level one
view_heading.Create_Service_Point,Create Service Point,Create Service Point
confirmation.send_bulk_message_body,Send message to recipients?,Send message to recipients?
error.no_recipients,No recipients specified.,No recipients specified.
reports_totalhandlingcostksh.Total_handling_cost_(Ksh),Total handling cost (Ksh),Total handling cost (Ksh)
reportstableheading.Voucher_report_per_county_per_depot,Voucher report per county per depot,Voucher report per county per depot
column.total_owed,Total owed,Total owed
button.filter_crops,Filter crops,Filter crops
column_heading.message,Message,Message
button.Process,Process,Process
view_heading.edit_crop,Edit crop,Edit crop
custom_header.crop68,{DashboardUtil:uCrop68},{DashboardUtil:uCrop68}
column.User_Name,User Name,User Name
menu_item.Farmer_Recruitment,Farmer Recruitment,Farmer Recruitment
button.Refresh,Refresh,Refresh
input.description,Description,Description
sms.voucher_redemption.voucher_batch_inactive,VoucherBatch {fRequestCode} is no longer active.,VoucherBatch {fRequestCode} is no longer active.
view_heading.view_Internal_Support,View Internal Support,View Internal Support
reportstableheading.Detailed_Till_Transactions_Report,Detailed Till Transactions Report,Detailed Till Transactions Report
button.add_farmer_crop,Add farmer enterprise,Add farmer enterprise
label.Manual_Changes_Required,Manual Changes Required,Manual Changes Required
column_heading.Customer_Mobile,Customer Mobile,Customer Mobile
custom_header.crop9,{DashboardUtil:uCrop9},{DashboardUtil:uCrop9}
column_heading.DateCreated,DateCreated,DateCreated
column_heading.farmer,Farmer,Farmer
button_heading.load,Load,Load
column.current_budget,Current budget,Current budget
custom_header.crop28,{DashboardUtil:uCrop28},{DashboardUtil:uCrop28}
custom_header.crop85,{DashboardUtil:uCrop85},{DashboardUtil:uCrop85}
string_label.parent_location,Parent location,Parent location
view_heading.Send_SMS,Send SMS,Send SMS
column_heading.Customer_Name,Customer Name,Customer Name
column_heading.DateModified,DateModified,DateModified
column_heading.mobile_number,Mobile number,Mobile number
button.add_voucher_category,Add voucher category,Add voucher category
reportstableheading.Filtered_Voucher_Redemption_Report,Filtered Voucher Redemption Report,Filtered Voucher Redemption Report
button.Find_Farmer,Find Farmer,Find Farmer
alert.no_matches_found,No users found,No users found
column.Voucher_Batch,Voucher Batch,Voucher Batch
custom_header.crop85,{DashboardUtil:uCrop85},{DashboardUtil:uCrop85}
button.archive,Archive,Archive
label.national_ID,National ID,National ID
button_heading.test,Create Test,Create Test
alert.invalid_locations_found,Invalid Locations Found,Invalid Locations Found
column_heading.value,Value,Value
label.mobile_role,Mobile role,Mobile role
custom_header.crop43,{DashboardUtil:uCrop43},{DashboardUtil:uCrop43}
string_label.mobile_number,Mobile number,Mobile number
view_heading.sms_log,Sms log,Sms log
custom_header.reportsgenerictemplate_column_decimal2,{ReportsGenericViewerLabels:column_decimal2},{ReportsGenericViewerLabels:column_decimal2}
button.add_fertilizer,Add fertilizer,Add fertilizer
table_heading.selected_role_groups_for_service_point_type,Selected role groups for service point type,Selected role groups for service point type
label.Dob_*,Dob *,Dob *
alert.helpers.unkown_role,Unknown role.,Unknown role.
button.view_members,View members,View members
confirmation.reject_messages_subject,Reject Messages?,Reject Messages?
sms.voucher_redemption.voucher_redeemed,"Dear {fFarmerName}, you have now redeemed all the available {fUnits} for voucher batch: {fRequestCode}. Thank you - {fProviderName}.","Dear {fFarmerName}, you have now redeemed all the available {fUnits} for voucher batch: {fRequestCode}. Thank you - {fProviderName}."
view_heading.manage_Agro_Dealer_Payments,Manage Agro Dealer Payments,Manage Agro Dealer Payments
reports_ward.Ward,Ward,Ward
column.subsidy_per_bag,Subsidy per bag,Subsidy per bag
view_heading.edit_institute_config,Edit institute config,Edit institute config
view_heading.edit_Voucher_Template,Edit Voucher Template,Edit Voucher Template
column.reserved,Reserved,Reserved
table_heading.Orders_Ready_To_Confirm,Orders Ready To Confirm,Orders Ready To Confirm
view_heading.create_Internal_Support,Create Internal Support,Create Internal Support
column.fee_received,Fee received,Fee received
column.name,Name,Name
custom_header.crop94,{DashboardUtil:uCrop94},{DashboardUtil:uCrop94}
label.Last_Updated,Last Updated,Last Updated
column.Date_Redeemed,Date Redeemed,Date Redeemed
column_heading.created,Created,Created
model.roles.initiator,Initiator,Initiator
table.Dropdown_List,Dropdown List,Dropdown List
row_action.archive,Archive,Archive
table_heading.Enterprises_by_reportlevel,Enterprises by reportlevel,Enterprises by reportlevel
column.nationalId,NationalId,NationalId
custom_header.crop8,{DashboardUtil:uCrop8},{DashboardUtil:uCrop8}
label.national_ID,National ID,National ID
column.origin,Origin,Origin
view_heading.farmer_Profile_-_Audit,Farmer Profile - Audit,Farmer Profile - Audit
column_heading.res,Res,Res
button_label.Filter_Refresh,Filter Refresh,Filter Refresh
label.last_name,Last name,Last name
column.stock_level,Stock level,Stock level
custom_header.crop46,{DashboardUtil:uCrop46},{DashboardUtil:uCrop46}
label.kephis_Cert_Number,Kephis Cert Number,Kephis Cert Number
view_heading.Dashboard,Dashboard,Dashboard
column_heading.Parent,Parent,Parent
view_heading.manage_user_group,Manage user group,Manage user group
view_heading.issue_Stock,Issue Stock,Issue Stock
custom_header.stock_group_price,group_price,group_price
column_heading.Last_Name,Last Name,Last Name
button.Files_with_errors,Files with errors,Files with errors
label.Location_Name,Location Name,Location Name
label.mobile_number,Mobile number,Mobile number
label.sms_date,Sms date,Sms date
alert.uploadfile.confirmdeletebody,Please confirm that you wish to delete this uploaded file?,Please confirm that you wish to delete this uploaded file?
input.From_Date,From Date,From Date
custom_header.location_level_four,Location level four,Location level four
view_heading.manage_voucher,Manage voucher,Manage voucher
column_heading.order_number,Order Number,Order Number
view_heading.Upload_SMS_Content,Upload SMS Content,Upload SMS Content
enum.ORDER_STATUS.Delivered,Delivered,Delivered
custom_header.Ward_Header,{Reportviewer:uWardHeader},{Reportviewer:uWardHeader}
view_heading.Manage_Categories,Manage Categories,Manage Categories
column.partial,Partial,Partial
column_heading.schedule,Schedule,Schedule
view_heading.view_extension_officer_profile,View extension officer profile,View extension officer profile
column.Transaction_Result,Transaction Result,Transaction Result
view_heading.Manage_Stock_At_Locations,Manage Stock At Locations,Manage Stock At Locations
column_heading.bags_red,Bags red,Bags red
custom_header.crop45,{DashboardUtil:uCrop45},{DashboardUtil:uCrop45}
custom_header.crop27,{DashboardUtil:uCrop27},{DashboardUtil:uCrop27}
button.create_template,Create template,Create template
column.bag_handling_fee,Handling fee,Handling fee
custom_header.hierarchy_level_ten,Hierarchy level ten,Hierarchy level ten
input.messageOriginInject_sms,MessageOriginInject sms,MessageOriginInject sms
view_heading.Farmer_Search,Farmer Search,Farmer Search
label.Enterprise_Category_*,Enterprise Category *,Enterprise Category *
alert_error.sms.no_content,No SMS content.,No SMS content.
column.archived,Archived,Archived
alert.Message_Schedule_Config_Still_Active,Message Schedule Configuration still active,Message Schedule Configuration still active
label.Bags_selected,Bags selected,Bags selected
label.Note,Note,Note
alert.select_order_status.error,Please Select an Order Status,Please Select an Order Status
column_heading.order_total,Order Total,Order Total
button.Archive,Archive,Archive
custom_header.reportstableheading,{Reportviewer:uZanacoPaymentReportName},{Reportviewer:uZanacoPaymentReportName}
alert.field.validation.integer,{uFieldName} needs to be a valid integer.,{uFieldName} needs to be a valid integer.
table_heading.Orders_Ready_To_Confirm,Orders Ready To Confirm,Orders Ready To Confirm
label.crop_*,Crop *,Crop *
custom_header.crop39,{DashboardUtil:uCrop39},{DashboardUtil:uCrop39}
menu_item.Configurable_Questions,Configurable Questions,Configurable Questions
label.Service_Point_Stock_Totals,Service Point Stock Totals,Service Point Stock Totals
column_heading.date_edited,Date edited,Date edited
column_heading.red,Red,Red
alert.crop.active_vouchers,Enterprise is still in use by active vouchers.,Enterprise is still in use by active vouchers.
button.Bulk_Management,Bulk Management,Bulk Management
view_heading.View_Stock,View Stock,View Stock
button_heading.Remove,Remove,Remove
column.County,County,County
button.crops,Crops,Crops
column.date_created,Date created,Date created
custom_header.crop13,{DashboardUtil:uCrop13},{DashboardUtil:uCrop13}
alert_error.Required_Number,Please note this field is required and may contain numbers only.,Please note this field is required and may contain numbers only.
input.Value,Value,Value
label.lipa_Mpesa_Till_Number,Lipa Mpesa Till Number,Lipa Mpesa Till Number
view_heading.edit_web_user,Edit web user,Edit web user
button.add_season,Add season,Add season
button_heading.Show_List,Show List,Show List
label.businessPermitNumber,BusinessPermitNumber,BusinessPermitNumber
table_heading.Selected_Vouchers,Selected Vouchers,Selected Vouchers
label.To_Date,To Date,To Date
alert_error.invalid_firstname,No first name specified.,No first name specified.
label.national_ID,National ID,National ID
column.new_quantity,New quantity,New quantity
table.Added_roles,Added roles,Added roles
column_heading.question_order,Question order,Question order
column.subsidy_per_bag,Subsidy per bag,Subsidy per bag
column.Error_Message,Error Message,Error Message
column_heading.farmer.wardname,wardname,wardname
table_heading.voucher,Voucher,Voucher
input.messageContent,MessageContent,MessageContent
view_heading.edit_voucher_batch_transaction,Edit voucher batch transaction,Edit voucher batch transaction
model.system.result,Result,Result
label.Total_owed,Total owed,Total owed
label.Duplicate_Crops,Duplicate Crops,Duplicate Crops
custom_header.crop36,{DashboardUtil:uCrop36},{DashboardUtil:uCrop36}
column_heading.crop,Crop,Crop
label.location_level,Location level,Location level
button.add_action,Add action,Add action
column_heading.start,Start,Start
label.nationalCerealsandProduceBoard,NationalCerealsandProduceBoard,NationalCerealsandProduceBoard
custom_header.crop30,{DashboardUtil:uCrop30},{DashboardUtil:uCrop30}
button.change_ward,Change ward,Change ward
custom_header.Farmers_by_Level4,Farmers by {DashboardUtil:uLevel4},Farmers by {DashboardUtil:uLevel4}
column_heading.Order_Total,Order Total,Order Total
input.category,Category,Category
view_heading.audit_Logs,Audit Logs,Audit Logs
button.add_extension_officer_profile,Add extension officer profile,Add extension officer profile
alert.start_date_status.error,Start Date Can Not Be Less Than Current Date,Start Date Can Not Be Less Than Current Date
column.datetime_archived,Datetime archived,Datetime archived
label.nok_last_name,Nok last name,Nok last name
label.crop,Enterprise,Enterprise
alert.service_point_duplicate,A service point with this name exists already,A service point with this name exists already
row_action.Assign,Assign,Assign
column_heading.First_Name,First Name,First Name
column_heading.customer_mobile,Customer Mobile Number,Customer Mobile Number
label.Unit_Price,Unit Price,Unit Price
custom_header.crop66,{DashboardUtil:uCrop66},{DashboardUtil:uCrop66}
column_heading.Error_Effect,Error Effect,Error Effect
alert.farmer.request.voucher_batch_insufficient_stock,Insufficient Stock for Voucher Batch,Insufficient Stock for Voucher Batch
table_title.farmers,Farmers,Farmers
info.characters,Characters,Characters
view_heading.edit_fertilizer_template,Edit fertilizer template,Edit fertilizer template
reports_subcounty.Sub-County,Sub-County,Sub-County
custom_header.crop59,{DashboardUtil:uCrop19},{DashboardUtil:uCrop19}
label.Service_Point_Stock_Totals_Aggregated,Service Point Stock Totals Aggregated,Service Point Stock Totals Aggregated
label.Voucher_Batch,Voucher Batch,Voucher Batch
column_heading.code,Code,Code
view_heading.Order_Management,Order Management,Order Management
button.Add_Config_Pair,Add Config Pair,Add Config Pair
button.Fix_Erros,Fix Erros,Fix Erros
alert.stock.insufficient_amount,There is insufficient Stock available to process the transfer,There is insufficient Stock available to process the transfer
custom_header.hierarchy_level_three,Hierarchy level three,Hierarchy level three
column_heading.Product_Name,Product Name,Product Name
alert.object.voucher_template_name_required,Voucher Template name required.,Voucher Template name required.
button.add_role_group_profile,Add role group profile,Add role group profile
column_heading.role_group,Role group,Role group
table_heading.role_group,Role group,Role group
alert.object.voucher_template_no_max_bags,Please enter a valid number for Maximum Bags per voucher.,Please enter a valid number for Maximum Bags per voucher.
custom_header.crop16,{DashboardUtil:uCrop16},{DashboardUtil:uCrop16}
column_heading.redeemed,Redeemed,Redeemed
reports_generic.Report_Definition_Management,Report Definition Management,Report Definition Management
view_heading.Dashboard,Dashboard,Dashboard
label.destination,Destination,Destination
custom_header.crop40,{DashboardUtil:uCrop40},{DashboardUtil:uCrop40}
custom_header.stock_unit_price,unit_price,unit_price
column.finalised,Finalised,Finalised
button.Reset,Reset,Reset
button.edit,Edit,Edit
label.destination,Destination,Destination
label.national_ID,National ID,National ID
custom_header.crop96,{DashboardUtil:uCrop96},{DashboardUtil:uCrop96}
custom_header.crop30,{DashboardUtil:uCrop30},{DashboardUtil:uCrop30}
reports_subcounty.Sub_County,Sub County,Sub County
label.Max_Bags_Allowed_per_Voucher,Max Bags Allowed per Voucher,Max Bags Allowed per Voucher
button.Update_All,Update All,Update All
column.Upload_Date,Upload Date,Upload Date
view_heading.Bank_Deposits,Bank Deposits,Bank Deposits
button.Mobile_Users,Mobile Users,Mobile Users
custom_header.crop76,{DashboardUtil:uCrop76},{DashboardUtil:uCrop76}
button.add_fertilizer,Add products,Add products
select.user.error,User required,User required
alert_error.invalid_farm_size,Invalid farm size.,Invalid farm size.
column_heading.Parent,Parent,Parent
column.mobile_number,Mobile number,Mobile number
custom_header.question_1,{Reportviewer:uQuestion1Header},{Reportviewer:uQuestion1Header}
input.Archived,Archived,Archived
view_heading.manage_Service_Points,Manage Service Points,Manage Service Points
row_action.(Un)Archive,(Un)Archive,(Un)Archive
column.description,Description,Description
column_heading.voucher_batch_name,Voucher batch name,Voucher batch name
label.paymentPreference,PaymentPreference,PaymentPreference
label.name_*,Name *,Name *
enum.ORDER_STATUS.Partial_Delivery,Partial Delivery,Partial Delivery
alert.error.farmer_not_18,Farmer needs to be at least 18 to be eligible for the programme.,Farmer needs to be at least 18 to be eligible for the programme.
alert.uploadfile.confirmscheduledone,The uploaded file has been scheduled for processing. One file is processed per cycle. Please monitor this page for completion.,The uploaded file has been scheduled for processing. One file is processed per cycle. Please monitor this page for completion.
view_heading.view_farmer_payment,View farmer payment,View farmer payment
custom_header.crop59,{DashboardUtil:uCrop19},{DashboardUtil:uCrop19}
label.stock_item,Stock item,Stock item
alert.stock.stock_recieved,Stock received,Stock received
button.Archive,Archive,Archive
alert.role_created,New user role created.,New user role created.
reports_totalfarmers.Total_Farmers,Total Farmers,Total Farmers
view_heading.Main_Menu,Main Menu,Main Menu
menu_item.tasks,Tasks,Tasks
column.end,End,End
column_heading.voucher_batch_requestcode,Voucher batch requestcode,Voucher batch requestcode
view_heading.Agrodealer_Menu,Agrodealer Menu,Agrodealer Menu
button_heading.Remove,Remove,Remove
string_label.URL,URL,URL
reportstableheading.Farmer_Registration_Status,Farmer Registration Status,Farmer Registration Status
view_heading.agro_Dealer_Profile,Agro Dealer Profile,Agro Dealer Profile
label.location_level,Location level,Location level
sms.voucher_redemption.no_vouchers_available,"Dear {fFarmerName}, you currently have no available vouchers. Thank you - {fProviderName}.","Dear {fFarmerName}, you currently have no available vouchers. Thank you - {fProviderName}."
reports_ward.Ward,Ward,Ward
table_heading.Matching_Service_Point_Hierarchy,Matching Service Point Hierarchy,Matching Service Point Hierarchy
select_user,Select User,Select User
view_heading.vetting_pool,Vetting pool,Vetting pool
alert.voucher.redeem.selected_bags_exceeded,Nothing left to remove,Nothing left to remove
table_heading.user_group,User group,User group
alert.farmer.mobile_number_null,Farmer mobile number is null,Farmer mobile number is null
table_heading.Language,Language,Language
alert.crop.active_vouchers,Crop is still in use by active vouchers.,Crop is still in use by active vouchers.
view_heading.config_menu,Config menu Kilifi,Config menu Kilifi
view_heading.manage_farmer_payment,Manage farmer payment,Manage farmer payment
string_label.mobile_number,Mobile number,Mobile number
column.amount,Amount,Amount
custom_header.crop3,{DashboardUtil:uCrop3},{DashboardUtil:uCrop3}
column.qty_redeemed,Qty redeemed,Qty redeemed
custom_header.crop44,{DashboardUtil:uCrop44},{DashboardUtil:uCrop44}
custom_header.crop54,{DashboardUtil:uCrop54},{DashboardUtil:uCrop54}
custom_header.reportsgenerictemplate_column_string3,{ReportsGenericViewerLabels:column_string3},{ReportsGenericViewerLabels:column_string3}
column_heading.Order_Created_Date,Order Created Date,Order Created Date
view_heading.manage_voucher_category,Manage voucher category,Manage voucher category
row_action._Trigger,Trigger,Trigger
alert.farmer.not_found,Farmer not found,Farmer not found
label.middle_name,Middle name,Middle name
label.units_*,Units *,Units *
stringgroup.Description,Description,Description
label.leased_lr_number,Leased lr number,Leased lr number
column.datetime_archived,Datetime archived,Datetime archived
column_heading.characters,Characters,Characters
label.Include_Own_Level,Include Own Level,Include Own Level
column_heading.quantity,Quantity,Quantity
column_heading.cropname,Enterprisename,Enterprisename
column.customRoleName,CustomRoleName,CustomRoleName
column.By_Date,By Date,By Date
button.action,Action,Action
column.Last_Name,Last Name,Last Name
result.config_not_found,Config setting not found.,Config setting not found.
column.Service_Point_Type,Service Point Type,Service Point Type
reportstableheading.Forms_Captured_Report,Forms Captured Report,Forms Captured Report
column_heading.farmer.id_number,id number,id number
column_heading.Service_Point,Service Point,Service Point
custom_header.stock_name,name,name
custom_header.crop96,{DashboardUtil:uCrop96},{DashboardUtil:uCrop96}
row_action._Archive,Archive,Archive
column.verified_size,Verified size,Verified size
view_heading.role_group_message,Role group message,Role group message
custom_header.Eligible_Voucher_Value,{Reportviewer:uEligibleVoucherRequestHeader},{Reportviewer:uEligibleVoucherRequestHeader}
label.nationalId,NationalId,NationalId
column.Amount,Amount,Amount
input.Crop_Filter,Crop Filter,Crop Filter
reports_acreage.Acreage,Acreage,Acreage
menu_item.EnterpriseGroups,EnterpriseGroups,EnterpriseGroups
column_heading.location_level,Location level,Location level
column_heading.webUser,User Name,User Name
custom_header.crop89,{DashboardUtil:uCrop89},{DashboardUtil:uCrop89}
table_heading.stock_item,Stock item,Stock item
table_heading.report_result,Report result,Report result
error.location_level_four,Level 4 cannot be empty,Level 4 cannot be empty
table_heading.pending_transfers,Pending transfers,Pending transfers
label.Location_Start,Location Start,Location Start
column_heading.created,Created,Created
column.days,Days,Days
table_heading.Config_Pairs,Config Pairs,Config Pairs
alert.uploadfile.confirmdeletesubject,Delete Confirmation,Delete Confirmation
column_heading.red,Red,Red
view_heading.Opt_-_Out_Numbers,Opt - Out Numbers,Opt - Out Numbers
label.Location_Level,Location Level,Location Level
reports_preregisteredfarmers.Pre-Registered_Farmers,Pre-Registered Farmers,Pre-Registered Farmers
column.Crop,Crop,Crop
view_heading.edit_web_user,Edit web user,Edit web user
alert.error.farmer_not_found_in_location,Farmer not found in this location,Farmer not found in this location
view_heading.create_crop,Create enterprise,Create enterprise
custom_header.reportsgenerictemplate_column_string4,{ReportsGenericViewerLabels:column_string4},{ReportsGenericViewerLabels:column_string4}
column.nationalId,NationalId,NationalId
column.Name,Name,Name
view_heading.view_Agro_Dealer_Payments,View Agro Dealer Payments,View Agro Dealer Payments
enum.ORDER_STATUS.Paid,Paid,Paid
column.bags_per_acre,Bags per acre,Bags per acre
input.length,Length,Length
alert.error.farmer_age_not_eligible,Farmer needs to be at least {minimumAge} to be eligible for the programme.,Farmer needs to be at least {minimumAge} to be eligible for the programme.
string_label.Device_OS,Device OS,Device OS
label.Duplicate_Farmers,Duplicate Farmers,Duplicate Farmers
custom_header.crop74,{DashboardUtil:uCrop74},{DashboardUtil:uCrop74}
custom_header.crop35,{DashboardUtil:uCrop35},{DashboardUtil:uCrop35}
button.add_agro_dealer_profile,Add agro dealer profile,Add agro dealer profile
label.Stock_Type,Stock Type,Stock Type
view_heading.view_institute_config,View institute config,View institute config
button.finalise,Finalise,Finalise
